PO ZB327 - Remaining to procure from publishers (3265 ISBNs),,,,,,,,,,,,,,,,,,,,,,,
Not available/profitable on Amazon. Publisher names recovered from Amazon scrape & merged across variants. Sorted biggest publisher first.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
#,ISBN,Title,PO Price (USD),REMARKS,,,,,,,,Merged Publisher,,,,,,,,,,,Group #books
2969,9798332873072,Project 2025: Blueprint for America's Future,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
2974,9798273466517,QUANTUM PHYSICS FOR KIDS: A Fun Guide through Quantum Physics,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3088,9798254562221,THE DECONSTRUCTION ZONE: Questioning What You Were Told to Believe,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3103,9789365574265,Teacher Counsellor,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3140,9798259368736,The Man and The Myth: How Charles Manson Was Convicted and the Secrets of the Manson Family,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3155,9798247352747,The Scream Murder: Cassie Jo Stoddart And The Night That Changed Pocatello Beyond Repair,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3167,9798253990735,The Truth And Tragedy Of Moriah Wilson: A Remarkable Journey of a Cyclist Who Lived with Electric Spirit and Left an Enduring Light,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3202,9798257788413,Understandings From CounterWeights: Journey of discovery in book education,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
3236,9798258077349,Young Washington True Story: One Young Man’s Journey From Frontier Ambition To Enduring Legend,$20.28,,,,,,,,,(unknown),,,,,,,,,,,
283,9798181006737,The Magic Mountain: A New Translation,$20.00,,,,,,,,,Independently Published,,,,,,,,,,,145
1389,9798892674638,"¡No joda, señor Murillo, decídase! (Entrevistas a un genio rebelde) (Spanish Edition)",$20.00,,,,,,,,,Erandique Literatura,,,,,,,,,,,8
1611,9782322583256,Et si les solutions existaient déjà pour transformer notre monde ?: Identifier et partager les innovations éthiques pour bâtir une société meilleur (French Edition),$20.00,,,,,,,,,Bod - Books on Demand,,,,,,,,,,,3
1617,9783758411052,60 Short Stories in Danish A Dual-Language Book in English and Danish: A Danish Learning Book for Children and Beginners Learn Danish Language Through ... Stories for Young Minds English - Danish,$20.00,,,,,,,,,de Fryske Wrald,,,,,,,,,,,3
2003,9783061212926,Treffpunkt. Deutsch als Zweitsprache in Alltag & Beruf A1. Teilband 02 - Übungsbuch,$20.00,,,,,,,,,Cornelsen Verlag GmbH & Co,,,,,,,,,,,1
2037,9783991970187,Englisch lernen mit lustigen Kurzgeschichten (A2-B1) — The Therapy Alpacas of Truro: Englisch lesen und alles verstehen — ohne Wörterbuch | Frank-Lesemethode mit Audio | Englisch-Deutsch,$20.00,,https://www.iberlibro.com/Englisch-lernen-lustigen-Kurzgeschichten-A2-B1-Therapy/32456926307/bd,,,,,,,EasyOriginal Verlag,,,,,,,,,,,1
2951,9781105271496,"People Skills For kids: How to Communicate Clearly, Build Confidence, and Connect with Others",$20.00,,,,,,,,,(unknown),,,,,,,,,,,
2953,9780815108269,Perioperative educator's resource manual,$20.00,,,,,,,,,(unknown),,,,,,,,,,,
224,9781790867271,La mirada del hijo (Spanish Edition),$19.00,,https://www.amazon.com/dp/1790867274?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
259,9798180816313,"Retirement Planning for the 21st Century: A Practical Guide to Financial Security, Tax Savings, and Lifetime Income",$19.00,,,,,,,,,Independently Published,,,,,,,,,,,145
1384,9798892674591,"Diarios de trabajo, el Bolívar descalzo, Loubavagu y La danza con las almas (Spanish Edition)",$19.00,,https://www.amazon.com/dp/B0FQLCDZ1S?lv=shuf&language=he&channelId=500&plpRedirect=mhFallback,,,,,,,Erandique Literatura,,,,,,,,,,,8
1386,9798892674003,El caso de Riccy Mabel (Creo que nadie es capaz de mentir) (Spanish Edition),$19.00,,,,,,,,,Erandique Literatura,,,,,,,,,,,8
1652,9781977253910,The Daughter,$19.00,,,,,,,,,Outskirts Press,,,,,,,,,,,3
1733,9781923224810,Stanley Melbourne Bruce: Institution Builder (Australian Biographical Monograph),$19.00,,,,,,,,,Connor Court Publishing,,,,,,,,,,,2
2021,9798235470835,Berlin: Through A Spy's Eyes (The Espionage Atlas Travel Guides),$19.00,,,,,,,,,Directorate Press,,,,,,,,,,,1
2172,9781940220543,A Diplomat's Solitude,$19.00,,https://www.amazon.com/dp/1940220548?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,M-Graphics Pub.,,,,,,,,,,,1
2203,9781926780627,إمبراطورية رابح (Arabic Edition),$19.00,,,,,,,,,Neelan,,,,,,,,,,,1
2286,9798899330063,The Flood of Remembrance: Essays,$19.00,,https://www.amazon.com/dp/B0FQHNKK1L?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Redhawk Publications,,,,,,,,,,,1
2506,9798181051867,"African Skies: How an Ex-Navy Top Gun Became Entangled in War, Coups and Diamonds in Africa (Dangerous Skies)",$19.00,,https://www.amazon.co.uk/African-Skies-Ex-Navy-Entangled-Diamonds/dp/B0H4TP369N,,,,,,,(unknown),,,,,,,,,,,
2636,9781913769437,Devil In Me,$19.00,,,,,,,,,(unknown),,,,,,,,,,,
3032,9798892673570,Seis grandes piezas teatrales (Obra completa Tomo I),$19.00,,,,,,,,,(unknown),,,,,,,,,,,
159,9798243468602,"10th Grade Science: Physical Science, Earth Science, Environmental Science & Biology (The Complete Science Curriculum: K-12)",$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
163,9798275964578,"5th Grade English: Foundations of Reading, Writing & Communication (Grades K-12 English Curriculum - Elementary to High School English Language Arts Textbooks for Schoo)",$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
164,9798243467032,"6th Grade Science: Complete Curriculum with Lessons, Reviews & Assessments (The Complete Science Curriculum: K-12)",$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
165,9798241992536,9th Grade Biology: A Complete High School Science Curriculum (The Complete Science Curriculum: K-12),$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
176,9798275396256,Ancient Rome For Kids (Kids History Books),$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
178,9798275895520,Aztec Empire for Kids (Kids History Books),$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
220,9798277691861,"LA GRAN TORMENTA: B1 Spanish reader for intermediate learners with clear vocabulary support, reading practice, practical exercises and full Spanish audio. (World of Words - Spanish) (Spanish Edition)",$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
263,9798246834701,"Six Weeks Missing: A Memoir of a Coma, a Secret, and a Life That Wouldn’t Behave",$18.96,,,,,,,,,Independently Published,,,,,,,,,,,145
1915,9789941494635,Georgian Culture of Winemaking (Getting to Know Georgia),$18.96,,,,,,,,,Artanuji Publishing,,,,,,,,,,,1
2141,9789967102170,The Blood Bound Promise: Where Magic Binds And Blood Remembers,$18.96,,,,,,,,,KC Ren,,,,,,,,,,,1
2233,9789694949765,Chinese Made Easy: Spoken Chinese in 100 Lessons,$18.96,,https://www.amazon.co.uk/Chinese-Made-Easy-Spoken-Lessons/dp/9694949769,,,,,,,Paramount Publishing Enterprise,,,,,,,,,,,1
2305,9788188458905,INTRODUCTION TO DATABASES [Paperback] D.S. Sehrawat & Sanjay Sharma,$18.96,,https://www.retailmaharaj.com/products/introduction-to-databases,,,,,,,S.K Kataria & Sons (Distributed by,,,,,,,,,,,1
2574,9798304501149,Cambridge Grammar Grade 6: questions & answers,$18.96,,,,,,,,,(unknown),,,,,,,,,,,
2609,9798268551938,Crave Me,$18.96,,,,,,,,,(unknown),,,,,,,,,,,
2657,9798282199239,Echo Play: The Secret Operations of MACV-SOG and U.S. Special Forces in the Vietnam War,$18.96,,,,,,,,,(unknown),,,,,,,,,,,
2750,9798342672511,Humans: The Breathless Machines,$18.96,,https://www.amazon.com/dp/B0DJWQSP6G?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,(unknown),,,,,,,,,,,
2820,9798315891390,Lost Innocence: The Shocking True Story of the Atlanta Child Murders,$18.96,,,,,,,,,(unknown),,,,,,,,,,,
3023,9798276429595,"Sardegna, terra di leggende: Un viaggio tra i miti, i misteri e le voci dell’isola antica (Italian Edition)",$18.96,,,,,,,,,(unknown),,,,,,,,,,,
3052,9798255938483,"Speak English in 30 Days Fluently: Learn Everyday English, Practice Real Conversations, Think in English & Speak Confidently Without Grammar Stress",$18.96,,,,,,,,,(unknown),,,,,,,,,,,
160,9798275225600,12th Grade English Language Arts: A Complete College-Ready Curriculum (Grades K-12 English Curriculum - Elementary to High School English Language Arts Textbooks for Schoo),$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
161,9798276801209,"3rd Grade English: Foundations of Reading, Writing & Communication (Grades K-12 English Curriculum - Elementary to High School English Language Arts Textbooks for Schoo)",$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
193,9798291826959,Dwelling in the In-Between: a Phenomenology of Hybrid Being,$17.76,,https://www.amazon.com/dp/B0FH6P3X93?lv=shuf&language=zh_TW&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
216,9798276808758,"Kindergarten Science: Observation, Exploration & Discovery (The Complete Science Curriculum: K-12)",$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
226,9798242241688,Las cuatro claves para la superación del dolor crónico: Una guía resumida y práctica (Spanish Edition),$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
228,9798242080744,Le scimmie in RMN? Anche no.: Manuale pratico di sopravvivenza per tecnici di Risonanza Magnetica (Italian Edition),$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
257,9798291761915,Reclaiming the Promise Buried Beneath “We the People”,$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
274,9798257010767,The Collapse: How Tyranny Destroys Nations from Within (Vita-Pedia),$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
286,9798272498328,The Outrage Machine: How Algorithms Hijacked Democracy — and How Citizens Can Take It Back,$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
293,9798274944496,USA: The Best Country in the World,$17.76,,,,,,,,,Independently Published,,,,,,,,,,,145
298,9798278623816,Where Time Softens: The Coffeehouse Stories,$17.76,,https://www.amazon.com/Where-Time-Softens-Coffeehouse-Stories/dp/B0H2WKWQ2M/ref=tmm_pap_swatch_0,,,,,,,Independently Published,,,,,,,,,,,145
338,9798232330460,The First Minute: Virginia Apgar,$17.76,,,,,,,,,Michael Webster,,,,,,,,,,,78
1619,9789403667881,Leer het jezelf De Friese Taal: Fries Gemakkelijk Gemaakt Geschikt voor Beginners (Dutch Edition),$17.76,,,,,,,,,de Fryske Wrald,,,,,,,,,,,3
2300,9798232420062,"The Race to Indian Territory: Three Railroads, Their Struggle, and Their Ultimate Fates",$17.76,,,,,,,,,Robert Collins,,,,,,,,,,,1
2389,9789966062345,The Political Economy of Elitist Growth: A Proposition for a New Index on Inequalities,$17.76,,,,,,,,,Thryve Africa,,,,,,,,,,,1
2573,9798253992791,California Schemin: The True Story of Billy Boyd and Gavin Bain and the Lie That Almost Destroyed Their Friendship,$17.76,,,,,,,,,(unknown),,,,,,,,,,,
2766,9798248531295,IlPane Invisibile di Allin: In un'Italia post-bellica che non ha pane per tutti (Italian Edition),$17.76,,,,,,,,,(unknown),,,,,,,,,,,
2821,9798263860202,Love across borders: A survival guide for modern long distance relationship,$17.76,,,,,,,,,(unknown),,,,,,,,,,,
2858,9798255680146,"Mastering the Multimeter: A Practical Beginner’s Guide to Measuring Voltage, Current, and Resistance While Troubleshooting Electrical and Electronic Devices",$17.76,,,,,,,,,(unknown),,,,,,,,,,,
2940,9798248802470,POLITICAL POWER: ABSOLUTE POWER CORRUPTS ABSOLUTELY,$17.76,,,,,,,,,(unknown),,,,,,,,,,,
2956,9789388658782,Philosophy of the supreme,$17.76,,https://www.meripustak.com/Philosophy-of-the-Supreme-Vol-1-The-Spiritual-Science-of-God-and-His-Creation-477238?srsltid=AfmBOootpXLyWWwBeCSj-lfOZmJuDBB8wETWogVTE2QRFsZjSJfItKfi,,,,,,,(unknown),,,,,,,,,,,
3072,9798268685701,Sustainable Investing: Aligning Profit with Purpose in a Changing World (The Investing Essentials Library),$17.76,,,,,,,,,(unknown),,,,,,,,,,,
1670,9781529611878,The Sociological Review Monographs 70/4: Sociography: Writing Differently (First Edition),$17.29,,,,,,,,,SAGE Publications Inc,,,,,,,,,,,3
2189,9788195237203,Plant Genetic Engineerig - Recent Methods and Protocols,$17.28,,https://www.jainbookagency.com/newdetails.aspx?id=279280&srsltid=AfmBOorzYCQ2ZCe1rE_26Q49-r0MqjZK2d31rMJyVExjlQ_vPuftNfKM,,,,,,,Medtech,,,,,,,,,,,1
1529,9781032148823,An Introduction to Sociology: Feminist Perspectives (Third Edition),$17.24,,https://www.mypustak.com/book/an-introduction-to-sociology-feminist-perspectives-third-edition-pamela-abbott-claire-wallace-melissa-tyler-9781032148823?2038874=&srsltid=AfmBOopvXOwsbGiTG2lpTLjVrc_yu8sh-_cA0mkGp6I-1si3hDnQTFWf,,,,,,,Routledge (Manohar Publishers & Distributors),,,,,,,,,,,5
1118,9788184047486,Natural Language Processing with Python,$17.04,,,,,,,,,Shroff,,,,,,,,,,,19
1327,9788181478085,Principles Of Fermentation Technology,$17.00,,https://www.abebooks.com/Principles-Fermentation-Technology-Stanbury-P.F-Whitaker/31102075536/bd,,,,,,,Elsevier,,,,,,,,,,,10
1407,9783739988092,"Les cygnes sauvages - Дикі лебіді (français - ukrainien): Livre bilingue pour enfants d'après un conte de fées de Hans Christian Andersen, avec livre ... Illustrés En Deux Langues) (French Edition)",$17.00,,https://atlanticbooks.com/products/les-cygnes-sauvages-1044-1080-1082-1110-1083-1077-1073-1110-1076-1110-francais-ukrainien-livre-bilingue-pour-enfants-dap-9783739988092,,,,,,,Sefa Verlag,,,,,,,,,,,8
1408,9783739987910,"The Wild Swans - De vilde svaner (English - Danish): Bilingual children's book based on a fairy tale by Hans Christian Andersen, with online audio and video (Sefa Picture Books in Two Languages)",$17.00,,https://www.abebooks.co.uk/Wild-Swans-vilde-svaner-English-Danish/32432774263/bd,,,,,,,Sefa Verlag,,,,,,,,,,,8
1409,9783739987903,"The Wild Swans - Els cignes salvatges (English - Catalan): Bilingual children's book based on a fairy tale by Hans Christian Andersen, with online audio and video",$17.00,,https://atlanticbooks.com/products/the-wild-swans-els-cignes-salvatges-english-catalan-bilingual-childrens-book-based-on-a-fairy-tale-by-hans-christian-andersen-with-online-aud-9783739987903,,,,,,,Sefa Verlag,,,,,,,,,,,8
1410,9783739987934,The Wild Swans - Qazqulingên Bejî (English - Kurmanji Kurdish): Bilingual children's book based on a fairy tale by Hans Christian Andersen (Sefa Picture Books in Two Languages),$17.00,,,,,,,,,Sefa Verlag,,,,,,,,,,,8
1411,9783739987880,"The Wild Swans - Οι Άγριοι Κύκνοι (English - Greek): Bilingual children's book based on a fairy tale by Hans Christian Andersen, with online audio and video (Sefa Picture Books in Two Languages)",$17.00,,,,,,,,,Sefa Verlag,,,,,,,,,,,8
1412,9783739987996,The Wild Swans - გარეული გედები (English - Georgian): Bilingual children's book based on a fairy tale by Hans Christian Andersen (Sefa Picture Books in Two Languages),$17.00,,https://atlanticbooks.com/products/the-wild-swans-4306-4304-4320-4308-4323-4314-4312-4306-4308-4307-4308-4305-4312-english-georgian-bilingual-children-9783739987996,,,,,,,Sefa Verlag,,,,,,,,,,,8
1413,9783739987378,The Wild Swans - 야생의 백조 (English - Korean): Bilingual children's book based on a fairy tale by Hans Christian Andersen (Sefa Picture Books in Two Languages),$17.00,,https://atlanticbooks.com/products/the-wild-swans-50556-49373-51032-48177-51312-english-korean-bilingual-childrens-book-based-on-a-fairy-tale-by-hans-christian-ander-9783739987378,,,,,,,Sefa Verlag,,,,,,,,,,,8
1414,9783739977133,"Дикі лебіді – Les cygnes sauvages (українською – французькою): Двомовна дитяча книга за мотивами казки Ганска Крістіана Андерсена, з онлайн аудіо та відео (Ukrainian Edition)",$17.00,,,,,,,,,Sefa Verlag,,,,,,,,,,,8
1920,9783537659019,Chairside-Leistungen in der zahnärztlichen Praxis: Das Kurzverzeichnis,$17.00,,,,,,,,,Asgard Verlag,,,,,,,,,,,1
1952,9781919321608,A Love Letter in a Hammock,$17.00,,https://www.amazon.co.uk/Love-Letter-Hammock-David-Shiels/dp/1919321608,,,,,,,Blackened Lines,,,,,,,,,,,1
1957,9781807384906,"Confessions of an Indie Author: A Collection of Struggles, Missteps, and Complaints",$17.00,,,,,,,,,Bookvault Publishing,,,,,,,,,,,1
2315,9781989963364,Seeking Soteria: Being in Process,$17.00,,https://www.abebooks.com/9781989963364/Seeking-Soteria-Being-Process-Larkin-1989963366/plp,,,,,,,Samizdat Health Writer's Co-operative Inc.,,,,,,,,,,,1
2867,9781973809838,Mistress Branican,$17.00,,,,,,,,,(unknown),,,,,,,,,,,
3069,9781998851799,Sunbathers,$17.00,,https://www.abebooks.com/Sunbathers-McLeod-Lindz-Hedone-Books/32194964786/bd,,,,,,,(unknown),,,,,,,,,,,
212,9798273988378,Home Folks and All the Animals,$16.44,,,,,,,,,Independently Published,,,,,,,,,,,145
297,9798297713130,"Where Being Yields to Ought: Blake, Jeanson, and the Sartrean Void",$16.44,,,,,,,,,Independently Published,,,,,,,,,,,145
299,9798257459849,"Wolves Decoded: Instinct, Intelligence, and The Pack",$16.44,,https://www.amazon.co.uk/Wolves-Decoded-Instinct-Intelligence-Pack/dp/B0GXBN3RCV,,,,,,,Independently Published,,,,,,,,,,,145
1850,9798233024870,500 Must-Have Questions for Mechanical Engineering,$16.44,,,,,,,,,Sunny Virdi,,,,,,,,,,,2
1904,9786500259773,Mankala: O (in)visível presente (Portuguese Edition),$16.44,,https://www.amazon.com/dp/6500259777?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Angela Linhares,,,,,,,,,,,1
1916,9798232041977,Lake Effect,$16.44,,,,,,,,,Arthur Blackwood,,,,,,,,,,,1
2043,9789930966075,La guerra y yo: La guerra termina y la vida continúa (Spanish Edition),$16.44,,https://www.amazon.com/dp/9930966072?lv=shuf&language=he&channelId=500&plpRedirect=mhFallback,,,,,,,Editorial Eva,,,,,,,,,,,1
2209,9798294924102,The Forged Coupon: A story about how a small evil gives birth to a big one (Annotated),$16.44,,,,,,,,,Publishing House No.10,,,,,,,,,,,1
2256,9798233023620,Next-of-Kin,$16.44,,,,,,,,,Prodigy,,,,,,,,,,,1
2292,9781764550031,"Advance Australia Fairer: Towards Justice, Belonging, and the Common Good",$16.44,,,,,,,,,"Resource Publications, an imprint of Wipf and Stock Publishers",,,,,,,,,,,1
2348,9798230951391,Aquele restaurante junto ao lago (Portuguese Edition),$16.44,,,,,,,,,Sonia Bellido Aguirre,,,,,,,,,,,1
2557,9798255237432,"Businessman Edition for Kids: Become a Money Master! A Fun Guide to Finance, Accounting, and Entrepreneurship (20 Days for Kids: Vipinancy Series)",$16.44,,https://www.amazon.com/dp/B0GWGTD9M2?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,(unknown),,,,,,,,,,,
3130,9798246332528,The Grafted Hearth: A Legacy: Planted in Adversity and Harvested in Hope|Based on a True Story|An Account of the Immigrant Experience|5 x 8 inches|256pages (Echoes of the Hearth series),$16.44,,,,,,,,,(unknown),,,,,,,,,,,
3147,9798258243041,The New Troubles: Why Britain is drifting towards civil conflict,$16.44,,,,,,,,,(unknown),,,,,,,,,,,
1446,9788184895063,Springer India Low Power Design Methodologies,$16.27,,https://www.mypustak.com/book/low-power-design-methodologies-rabaey-jm-9788184895063?1888158&srsltid=AfmBOoq5ln5E8veqwr7aXFYurxKyzpavKDz-avUe18s7xlaYCtXxHeQn,,,,,,,Springer,,,,,,,,,,,7
1732,9781923224537,James Scullin (Australian Biographical Monograph),$16.00,,,,,,,,,Connor Court Publishing,,,,,,,,,,,2
1750,9798892210812,Surgeon Across the Miles from Bombay to Boston,$16.00,,,,,,,,,Fulton Books,,,,,,,,,,,2
2090,9798998517037,Sunlight Trapped in Stone,$16.00,,,,,,,,,Green Writers Pr,,,,,,,,,,,1
3071,9781881528289,"Surgery, 1997 Edition: Current Clinical Strategies",$16.00,,,,,,,,,(unknown),,,,,,,,,,,
3172,9781105242700,"The Valiant: Superheroes of 1776: American 250 book of 30 True Stories of Courage, Faith, and Sacrifice That Built America and Inspired a Nation",$16.00,,,,,,,,,(unknown),,,,,,,,,,,
3084,9789390647279,TEXTBOOK OF SOILS & PLANT ANALYSIS,$15.96,,https://agrotechbooks.com/product/textbook-of-soil-and-plant-analysis/,,,,,,,(unknown),,,,,,,,,,,
1367,9780521270977,Applied Geophysics,$15.25,,,,,,,,,Cambridge University Press,,,,,,,,,,,8
2050,9788178671444,"Anesthesia And Co-Existing Disease, 4E",$15.25,,,,,,,,,ELSEVIER RS(O),,,,,,,,,,,1
158,9798274278287,101 PRECEPTS,$15.24,,,,,,,,,Independently Published,,,,,,,,,,,145
